id,timestamp,device_timestamp,freeheapmemory,networktrafficvolume,packetsize,responsetime,errorrate,powerconsumption
23288,2024-08-25 16:30:32.595808+00,418612,43144,0,0,0,0,0.03
23289,2024-08-25 16:30:33.555986+00,419612,41704,0,0,0,0,0.05
23290,2024-08-25 16:30:34.51677+00,420612,42512,0,0,0,0,0.05
23291,2024-08-25 16:30:35.40066+00,421612,41304,0,0,0,0,0.05
23292,2024-08-25 16:30:36.439914+00,422612,41112,0,0,0,0,0.07
23293,2024-08-25 16:30:38.096832+00,423612,38936,0,0,0,0,0.05
23294,2024-08-25 16:30:38.714413+00,424905,39440,0,0,-1,0,0.02
23295,2024-08-25 16:30:42.664575+00,425905,38240,0,0,0,0,0.02
23296,2024-08-25 16:30:43.325441+00,429396,39824,0,0,-1,0,0
23297,2024-08-25 16:30:47.217707+00,430396,37496,0,0,-1,0,0.02
23298,2024-08-25 16:30:47.759007+00,433939,39384,0,0,0,0,0.02
23299,2024-08-25 16:30:48.719236+00,434939,37512,0,0,0,0,0.02
23300,2024-08-25 16:30:49.942574+00,435939,35544,0,0,0,0,0.02
23301,2024-08-25 16:30:50.776595+00,436939,33976,0,0,0,0,0.02
23302,2024-08-25 16:30:51.794157+00,437939,33616,0,0,0,0,0
23303,2024-08-25 16:30:52.725497+00,438939,33672,0,0,0,0,0
23304,2024-08-25 16:30:53.785423+00,439939,31664,0,0,0,0,0.02
23305,2024-08-25 16:30:54.71791+00,440939,31616,0,0,0,0,0.02
23306,2024-08-25 16:30:55.949313+00,441939,31072,0,0,0,0,0.02
23307,2024-08-25 16:30:56.726189+00,442939,32416,0,0,0,0,0.02
23308,2024-08-25 16:30:59.946026+00,443939,31616,0,0,0,0,0.03
23309,2024-08-25 16:31:03.018211+00,446726,33104,0,0,-1,0,0.07
23310,2024-08-25 16:31:03.594948+00,449801,34200,0,0,0,0,0
23311,2024-08-25 16:31:04.59543+00,450801,32464,0,0,0,0,0.02
23312,2024-08-25 16:31:05.612976+00,451801,31528,0,0,0,0,0.02
23313,2024-08-25 16:31:06.776321+00,452801,31288,0,0,0,0,0.02
23314,2024-08-25 16:31:10.702185+00,456902,33784,0,0,-1,0,0.02
23315,2024-08-25 16:31:11.706865+00,457902,36448,0,0,0,0,0.07
23316,2024-08-25 16:31:12.69073+00,458902,37104,0,0,0,0,0.07
23317,2024-08-25 16:31:13.875874+00,459902,37952,0,0,0,0,0.07
23318,2024-08-25 16:31:14.730825+00,460902,38392,0,0,0,0,0.07
23319,2024-08-25 16:31:15.69128+00,461902,38232,0,0,0,0,0.03
23320,2024-08-25 16:31:16.764502+00,462902,38368,0,0,0,0,0.1
23321,2024-08-25 16:31:17.676433+00,463902,37984,0,0,0,0,0.03
23322,2024-08-25 16:31:18.694145+00,464902,37984,0,0,0,0,0.05
23323,2024-08-25 16:31:19.949146+00,465902,36832,0,0,0,0,0.05
23324,2024-08-25 16:31:20.68182+00,466902,36640,0,0,0,0,0.05
23325,2024-08-25 16:31:21.896428+00,467902,38808,0,0,0,0,0.05
23326,2024-08-25 16:31:22.679871+00,468902,41248,0,0,0,0,0.05
23327,2024-08-25 16:31:23.842239+00,469902,41688,0,0,0,0,0.03
23328,2024-08-25 16:31:24.677546+00,470902,40672,0,0,0,0,0.09
23329,2024-08-25 16:31:25.721245+00,471902,41248,0,0,0,0,0.09
23330,2024-08-25 16:31:26.694571+00,472902,39776,0,0,0,0,0.07
23331,2024-08-25 16:31:27.784901+00,473902,40168,0,0,0,0,0.03
23332,2024-08-25 16:31:28.697735+00,474902,39536,0,0,0,0,0.05
23333,2024-08-25 16:31:29.87809+00,475902,38960,0,0,0,0,0.07
23334,2024-08-25 16:31:30.714883+00,476902,38072,0,0,0,0,0.03
23335,2024-08-25 16:31:31.76338+00,477902,40328,0,0,0,0,0.03
23336,2024-08-25 16:31:32.72561+00,478902,39528,0,0,0,0,0.03
23337,2024-08-25 16:31:33.730626+00,479902,40072,0,0,0,0,0.03
23338,2024-08-25 16:31:34.778914+00,480902,39792,0,0,0,0,0.02
23339,2024-08-25 16:31:35.948919+00,481902,40776,0,0,0,0,0.03
23340,2024-08-25 16:31:36.685337+00,482902,41216,0,0,0,0,0.02
23341,2024-08-25 16:31:37.874424+00,483902,42096,0,0,0,0,0.02
23342,2024-08-25 16:31:38.744223+00,484902,44792,0,0,-1,0,0.03
23343,2024-08-25 16:31:39.696344+00,485902,45176,0,0,-1,0,0.03
23344,2024-08-25 16:31:40.682416+00,486902,45944,0,0,-1,0,0.03
23345,2024-08-25 16:31:41.718733+00,487902,45944,0,0,-1,0,0.03
23346,2024-08-25 16:31:42.676667+00,488902,46136,0,0,-1,0,0.02
23347,2024-08-25 16:31:43.954399+00,489902,46328,0,0,-1,0,0.03
23348,2024-08-25 16:31:44.69587+00,490902,47096,0,0,-1,0,0.03
23349,2024-08-25 16:31:45.887892+00,491902,47096,0,0,-1,0,0.02
23350,2024-08-25 16:31:46.882214+00,492902,47096,0,0,-1,0,0.02
23351,2024-08-25 16:31:47.693479+00,493902,47096,0,0,-1,0,0.03
23352,2024-08-25 16:31:48.680487+00,494902,47096,0,0,-1,0,0.02
23353,2024-08-25 16:31:49.720369+00,495902,47096,0,0,-1,0,0.02
23354,2024-08-25 16:31:50.678657+00,496902,47096,0,0,-1,0,0.02
23355,2024-08-25 16:31:51.6761+00,497902,47096,0,0,-1,0,0.03
23356,2024-08-25 16:31:52.683182+00,498902,47096,0,0,-1,0,0.02
23357,2024-08-25 16:31:53.761643+00,499902,47096,0,0,-1,0,0.02
23358,2024-08-25 16:31:54.684436+00,500902,47096,0,0,-1,0,0.03
23359,2024-08-25 16:31:55.726794+00,501902,47096,0,0,-1,0,0.02
23360,2024-08-25 16:31:56.727524+00,502902,47096,0,0,-1,0,0.02
23361,2024-08-25 16:31:57.685152+00,503902,47096,0,0,-1,0,0.03
23362,2024-08-25 16:31:58.681701+00,504902,47096,0,0,-1,0,0.02
23363,2024-08-25 16:31:59.961329+00,505902,47096,0,0,-1,0,0.03
23364,2024-08-25 16:32:00.685395+00,506902,47096,0,0,-1,0,0.03
23365,2024-08-25 16:32:01.87822+00,507902,47096,0,0,-1,0,0.02
23366,2024-08-25 16:32:02.688739+00,508902,47096,0,0,-1,0,0.03
23367,2024-08-25 16:32:03.693381+00,509902,47096,0,0,-1,0,0.02
23368,2024-08-25 16:32:04.85463+00,510902,47096,0,0,-1,0,0.03
23369,2024-08-25 16:32:05.705236+00,511902,47096,0,0,-1,0,0.03
23370,2024-08-25 16:32:06.7195+00,512902,47096,0,0,-1,0,0.03
23371,2024-08-25 16:32:07.719884+00,513902,47096,0,0,-1,0,0.03
23372,2024-08-25 16:32:08.69509+00,514902,47096,0,0,-1,0,0.03
23373,2024-08-25 16:32:09.874345+00,515902,47096,0,0,-1,0,0.07
23374,2024-08-25 16:32:10.769283+00,516902,47096,0,0,-1,0,0.07
23375,2024-08-25 16:32:11.806972+00,517902,47096,0,0,-1,0,0.03
23376,2024-08-25 16:32:12.741162+00,518902,47096,0,0,-1,0,0.07
23377,2024-08-25 16:32:13.797822+00,519902,47096,0,0,-1,0,0.09
23378,2024-08-25 16:32:14.681451+00,520902,47096,0,0,-1,0,0.02
23379,2024-08-25 16:32:15.703552+00,521902,47096,0,0,-1,0,0.05
23380,2024-08-25 16:32:16.734006+00,522902,47096,0,0,-1,0,0.07
23381,2024-08-25 16:32:17.692388+00,523902,47096,0,0,-1,0,0.09
23382,2024-08-25 16:32:18.707323+00,524902,47096,0,0,-1,0,0.03
23383,2024-08-25 16:32:19.687798+00,525902,47096,0,0,-1,0,0.02
23384,2024-08-25 16:32:20.699661+00,526902,47096,0,0,-1,0,0.02
23385,2024-08-25 16:32:21.676259+00,527902,47096,0,0,-1,0,0.02
23386,2024-08-25 16:32:22.67647+00,528902,47096,0,0,-1,0,0
23387,2024-08-25 16:32:23.696238+00,529902,47096,0,0,-1,0,0.02
23388,2024-08-25 16:32:24.681879+00,530902,47096,0,0,-1,0,0.02
23389,2024-08-25 16:32:25.687013+00,531902,47096,0,0,-1,0,0.02
23390,2024-08-25 16:32:26.699125+00,532902,47096,0,0,-1,0,0.02
23391,2024-08-25 16:32:27.857437+00,533902,47096,0,0,-1,0,0.02
23392,2024-08-25 16:32:28.781864+00,534902,47096,0,0,-1,0,0.02
23393,2024-08-25 16:32:29.680779+00,535902,47096,0,0,-1,0,0.02
23394,2024-08-25 16:32:30.707001+00,536902,47096,0,0,-1,0,0.03
23395,2024-08-25 16:32:31.679089+00,537902,47096,0,0,-1,0,0.05
23396,2024-08-25 16:32:32.712135+00,538902,47096,0,0,-1,0,0.03
23397,2024-08-25 16:32:33.929441+00,539902,47096,0,0,-1,0,0.02
23398,2024-08-25 16:32:34.689325+00,540902,47096,0,0,-1,0,0.05
23399,2024-08-25 16:32:35.712903+00,541902,47096,0,0,-1,0,0.05
23400,2024-08-25 16:32:36.706309+00,542902,47096,0,0,-1,0,0.05
